,0
U7DB4,37
U938C,2
U524A,64
U756F,3
U9C57,19
U5632,9
U5501,3
U71C1,20
U865C,55
U53CB,243
U80E1,102
U95CA,62
U99A8,28
U51AC,176
U708E,38
U8679,16
U9EEF,31
U8449,97
U6F5B,92
U95CC,32
U90A6,158
U758A,57
U8E36,8
U7470,10
U78A9,66
U62CA,10
U51E0,46
U6134,18
U5B76,1
U9909,22
U8CA2,79
U700B,22
U6979,25
U8F1F,61
U7D04,95
U76CD,31
U840D,7
U555C,9
U63A9,75
U5C3C,29
U8AD2,73
U7063,26
U87FB,25
U978F,10
U9D3B,84
U9F4B,231
U7CFB,31
U6668,80
U5BA5,31
U6012,100
U50EE,17
U9A55,15
U5883,142
U5E3D,22
U633A,39
U8B20,25
U5713,38
U6355,27
U80CC,46
U80DA,3
U60FB,47
U7E37,29
U9003,57
U4FCA,30
U6055,39
U5BE7,313
U725F,6
U61BA,5
U7B87,54
U758E,94
U6460,79
U5509,1
U9678,50
U8AD1,2
U560F,6
U852D,19
U88FD,130
U89BD,84
U886B,12
U7FD2,164
U6C13,12
U62FF,21
U4FF8,23
U6C54,28
U64DA,105
U80C3,6
U6BB5,31
U6F13,12
UF95C,33
U8239,25
U8CD9,11
U6478,22
U8006,71
U7D00,156
U9077,186
U6495,7
U7246,2
U6243,11
U6B47,25
U80A1,12
U7252,31
U68CB,6
U5B5A,53
U8981,174
U7F44,18
U5D6C,12
U6A50,18
U5FFD,159
U9451,125
U6F2B,63
U50B2,23
U6B7F,80
U5EA5,9
U557E,5
U8339,8
U6D8E,2
U5C65,99
U8026,8
U8302,66
U6BA4,19
U53F5,3
U9663,47
U6DEE,35
U5E87,23
U6241,43
U5E44,22
U620E,45
U96C5,201
U85B0,35
U9F0E,106
U895F,67
U8AFA,6
U8B5C,34
U865E,94
U8D66,32
U7200,11
U7FB9,19
U5EE3,184
U5FD2,10
U725B,51
U7D96,1
U6063,32
U8A15,2
U707D,78
U7F69,1
U6EC5,37
U5967,30
U7ABB,9
U5872,35
U6DFB,56
U8B90,4
U71B3,8
U72C2,64
U8A85,89
U6CBE,32
U5DE7,46
U8306,8
U9052,7
U731D,20
U907D,162
U7E6B,46
U95BE,4
U9022,108
U659F,16
U51CD,10
U7AE5,39
U9189,136
U9187,24
U82D1,40
U5347,71
U6CCA,42
U6691,49
U5DBD,103
U9088,58
U8A3B,71
U541D,14
U7FA4,84
U7126,29
U6F20,26
U821E,72
U5B5C,24
U97FF,33
U5E8A,61
U8DEA,18
U6A19,56
U8DA8,119
U75FC,14
U6B37,10
U64E2,97
U71ED,70
U5321,66
U6577,55
U5D16,31
U4FD9,7
U77BD,9
U901D,54
U5CB8,37
U9B44,17
U6FA4,177
U82D5,7
U8475,13
U85F9,89
U6473,9
U602B,7
U60F0,15
U7E8F,23
U52A3,32
U4FB5,60
U9051,78
U65CC,57
U79B9,66
U7255,25
U64D4,35
U6606,31
U8A6C,11
U68E0,25
U5F04,27
U9E1D,2
U7A20,52
U5484,11
U82D4,32
U9852,9
U7A3C,31
U95C7,22
U8CB8,26
U76C3,3
U7FD4,30
U5F6D,27
U68D8,45
U5C40,58
U88F6,1
U9AA8,89
U8A16,42
U7DB2,28
U8C50,88
U7A40,59
U85C1,15
U75FE,12
U8F61,20
U5197,10
U638C,118
U5F14,33
U9A5B,37
UF9D1,12
U8403,21
U6147,4
U9E0E,7
U71BE,20
U81DA,7
U5EC8,16
U6FA1,5
U6190,116
U6E2C,50
U6168,91
U731B,14
U6522,14
U6D78,28
U6A5F,142
U7F55,48
U99EE,1
U99D5,102
U5FCC,37
U886E,45
U7FCE,4
U88C1,104
U8C6B,44
U5D27,4
U585A,6
U7A17,4
U6384,11
U9591,75
U8AA5,42
U51B6,27
U6C83,19
U8912,80
U8654,35
U7AFF,20
U9846,7
U9654,3
U9589,45
U76E4,80
U8FFA,45
U8A54,41
U8B9A,10
U62EC,13
U8A91,5
U577C,12
U9A08,9
U65AC,45
U676F,64
U7579,9
U593E,18
U552E,14
U7719,1
U7F70,59
U7058,29
U9677,38
U8385,47
U81C2,14
U5FC9,9
U52AA,19
U8271,127
U6231,43
U93D8,12
U5DD2,21
U5360,41
U500D,73
U7030,8
U9264,17
U640D,98
U8127,1
U807F,24
U6A9C,23
U8276,43
U6EAF,12
U8859,17
U872E,2
U98BC,4
U704C,19
U63E1,27
U6E4A,8
U5FBD,56
U5BE5,33
U59D2,12
U7547,12
U7D22,51
U8511,27
U7FFB,42
U9594,71
U5BE2,157
U542B,82
U609F,59
U811B,3
U9B2A,9
U60BC,29
U7A74,31
U7F38,7
U6F88,16
U679D,101
U612C,9
U5709,2
U7A86,12
U61F6,49
U96D5,22
U6ED5,1
U64EF,11
U622A,36
U5B0C,9
U8E0F,50
U5944,44
U8ADB,13
U4771,3
U4EB9,20
U670B,41
U7CB9,56
U581E,6
U54F2,95
U745F,16
U6387,26
U6821,139
U59BE,29
U4F94,17
U8ECA,101
U9163,26
U6D74,25
U4F34,49
U65A7,12
U6B5B,6
U5091,38
U5195,26
U7D31,16
U7439,3
U5766,19
U55DC,32
U80F8,64
U770E,7
U60A4,11
U6D38,5
U98FD,30
U8E50,7
U62F1,46
U6953,33
U8E4B,2
U8B4D,9
U7761,38
U6064,86
U88D5,39
U9839,45
U79A9,7
U5298,7
U5806,16
U860A,92
U6736,8
U79E6,50
U7325,70
U6092,20
U6843,63
U7C89,27
U51DD,72
U50D1,10
U57C5,1
U88F2,2
U8CA1,71
U4E18,83
U7522,48
U5507,10
U8A1F,61
U5E1B,25
U7B0F,12
U7C3F,75
U674F,27
U4E4D,20
U7656,8
U4EA1,154
U73E5,9
U61C7,187
U7ABA,42
U78E8,59
U7B6F,1
U754C,55
U8513,9
U6163,9
U8B1B,242
U96E2,141
U5146,66
U8798,4
U75B5,18
U50AC,37
U59B9,25
U5026,51
U978D,32
U6F86,18
U6CB4,4
U958F,14
U659C,57
U51BD,8
U6280,26
U5AC2,4
U4F57,12
U88B5,6
U596C,44
U8E35,34
U6750,142
U51B7,36
U501A,86
U77E7,41
U6746,4
U5226,3
U6383,56
U8D0D,33
U5049,96
U5C5B,95
U7DDC,13
U9EA4,12
U6E20,29
U76DC,40
U96B7,38
U6591,26
U73CD,55
U7D30,116
U843D,213
U584C,4
U5EA7,66
U6F6D,38
U58DE,42
U8A5E,173
U59FF,54
U55A9,26
U8129,68
U87BB,12
U9D09,6
U3A3E,11
U6158,28
U68A8,12
U7436,1
U535E,68
U6EF2,7
U53F6,17
U9688,6
U8CE3,15
U58BB,43
U8E4A,22
U5F8A,53
U574E,15
U6817,48
U6343,5
U9058,22
U8607,53
U9B3C,57
U9708,18
U8832,35
U8596,2
U8C41,27
U7FE3,1
U6EA5,16
U6C89,17
U8A10,8
U838A,103
U914C,57
U82B3,111
U5F91,54
U868A,2
U8AA8,34
U4137,1
U90B1,24
U9650,87
U623E,44
U54E4,1
U768E,37
U88E1,9
U806F,90
U66FA,28
U96F6,26
U62B5,68
U634F,13
U73B7,16
U6BAA,2
U64C5,37
U7540,23
U614B,45
U970C,10
U660F,139
U5821,14
U9EFD,16
U7DF4,26
U6021,62
U76A6,6
U834A,23
UF978,9
U50C5,33
U5EB5,38
U96B0,8
U6B61,96
U6469,24
U5C51,24
U8862,15
U8892,4
U770A,2
U719F,55
U85CD,20
U8E8D,21
U5AC1,28
U7658,15
U89B2,28
U6893,36
U8B66,96
U6232,84
U6187,4
U5DCD,24
U6B50,25
U7950,36
U5393,9
U5FAF,3
U4E95,73
U8FF7,128
U97FA,2
U4E9B,5
U5C53,3
U7AD9,4
U9D70,1
U5024,76
U589C,44
U7F4F,2
U7FAF,9
U7AEA,3
U6A17,12
U91B4,20
U72E1,9
U5DF7,61
U97F6,21
U5B65,5
U608D,19
U8D0F,20
U5999,81
U54FA,10
U6DEA,50
U6838,9
U6961,11
U89F4,101
U85EA,9
U592E,14
U5B4C,6
U8525,14
U50EC,4
U5EBE,13
U7A00,57
U9CF6,14
U65D7,25
U5ED1,21
U526A,6
U76C6,24
U8993,10
U5BB8,48
U7FEE,12
U88D2,6
U5F56,2
U8CB2,8
U8801,5
U9B22,35
U8352,145
U4EAE,36
U5D29,42
U7960,91
U7919,12
U9744,35
U7A81,14
U8017,11
U9435,41
U5BD0,38
U7D72,62
U8B29,2
U7DCB,3
U6467,44
U9773,25
U68AF,9
U5FBC,11
U8073,46
U98FE,99
U8DFC,7
U6E2D,26
U7F86,6
U8839,10
U5598,30
U8170,16
U6208,20
U9D1F,8
U7E93,23
U8EEB,36
U8CE1,20
U592C,7
U66B4,64
U5DE1,60
U9ECE,17
U97AB,32
U5F31,88
U5C91,23
U8944,25
U755B,6
U9812,28
U55A7,44
U6FB9,45
U8588,4
U8D81,18
U5140,12
U890E,6
U6D94,17
U56B2,1
U9B6F,93
UF9AA,3
U8DE8,12
U5F2D,15
U9B42,70
UF9CD,5
U8336,35
U51F0,10
U5002,25
U9A0F,5
U4E98,7
U53F0,43
U788C,12
U8238,1
U8FE2,35
U72C3,4
U52C3,9
U5A7F,28
U84C9,7
U7501,12
U6BC0,83
U7FD5,21
U971B,6
U59EC,12
U5396,18
U7A69,22
U7E55,14
U70FD,6
U712B,2
U86A4,39
U8A14,16
U795C,5
U83C1,10
U5DE8,48
U704E,9
U66AB,44
U7564,7
U96DE,29
U8A55,37
U8F26,26
U6C72,51
U6A23,9
U838E,8
U5E25,33
U8CFC,9
U845B,14
U6035,31
U8A03,26
U608C,18
U8AFE,6
U8AE7,15
U509A,2
U6CB9,21
U7E2B,17
U7D1C,13
U9676,109
U8AA4,97
U7E98,12
U97CB,48
U5CE8,18
U8CF5,2
U72D0,9
U8FB2,88
U755D,12
U5F37,64
U5F4A,22
U9B16,4
U75C7,27
U70B3,47
U55FE,11
U8B6C,17
U79E7,1
U6479,14
U7E1E,4
U9D20,1
U64BC,7
U7BA1,83
U965C,7
U6406,18
U80BA,14
U83F2,22
U827E,10
U8650,13
U6177,26
U5F9C,13
U559A,13
U56AE,44
U8A4E,38
U6DD1,127
U73FE,13
U5BDE,47
U9460,13
U8F03,48
U818F,30
U6C86,3
U5BB4,91
U5F13,19
U7587,46
U4EA2,7
U6279,101
UFA04,3
U6D25,49
U6CF3,11
U9F9C,52
U5606,40
U7D44,21
U75B2,14
U60B8,15
U707E,34
U7552,22
U6900,2
U6144,24
U88DC,112
U7021,13
U573D,5
U7586,59
U8A8D,16
U6E21,26
U7B4B,19
U92FC,3
U69AD,13
U8569,95
U62CB,60
U883B,9
U5F87,11
U9ECC,3
U788D,10
UF9A2,6
U81F2,3
U8C55,6
U60C6,13
U8587,21
U7C1E,3
U6367,21
U5A1C,2
U968D,9
U78CA,22
U6CBF,35
U6CC2,3
U9912,8
U4EC0,8
U4F4F,45
U95E1,33
U8477,2
U753F,3
U8F5F,3
U5370,46
U88DD,20
U6B12,10
U7433,8
U621B,7
U761E,6
U7766,29
U9087,38
U7DA2,4
U5DEB,16
U7AB6,8
U6200,40
U6519,1
U57C3,31
U9396,26
U9167,2
U7425,4
U60C0,2
U8B07,19
U58F9,5
U8E85,21
U6FEB,59
U6789,29
U9952,40
U90F5,10
U8CAA,31
U525E,7
U92B7,15
U7B2B,2
U7760,9
U7C72,47
U8E08,17
U74B0,54
U97E1,2
U6D1B,68
U9245,34
U5C6F,39
U5BF0,9
U5101,12
U647D,3
U5379,13
U7469,15
U61C8,45
U5BE4,7
U6E5E,3
U9821,5
U8A93,32
U711A,45
U8857,11
U7554,33
U784E,4
U52F3,116
U5C04,41
U67C4,15
U68F9,15
U79C7,4
U9059,83
U646D,16
U8972,79
U4EA8,57
U7E59,1
U8FA6,46
U6416,59
U5E7B,21
U754B,3
U964C,12
U6368,23
U8CB7,20
U5F5D,60
U6F2A,4
U7F72,68
U7A4E,26
U819A,12
U6493,48
U5993,9
U51B5,54
U8179,32
U7D83,3
U59DC,45
U5E06,11
U99AD,18
U80E5,35
U9D60,23
U6538,51
U9E9F,48
U6851,78
U8043,6
U6935,2
U99D1,22
U7CA4,16
U7377,5
U8E8B,45
U572E,18
U5F6C,42
U82EB,4
U5137,12
U72FC,23
U51A5,64
U9BE8,18
U6BAB,60
U91E3,31
U518A,70
U605D,3
U98AF,18
U531D,10
U651F,1
U8EF8,35
U5DC9,3
U929C,36
U71FF,7
U669D,6
U7780,13
U7D03,1
U7403,13
U7015,13
U8A98,21
U6020,25
U7E44,7
U6581,13
U7F9E,45
U6AD3,1
U705D,9
U8058,19
U63DA,140
U5291,17
U9C32,7
U6339,33
U5F64,8
U6635,20
U6CD3,11
U61FE,9
U7C5F,8
U6F84,53
U75D2,2
U5442,21
U9DFA,11
U7A9F,24
U6500,48
U5115,17
U88C0,1
U9A2B,16
U4F4E,39
U755C,22
U8004,14
U778D,1
U8A71,36
U59EA,31
U6CEB,13
U8292,22
U74CF,3
U885D,33
U963F,45
U9444,9
U67EE,1
U5A62,30
U67EF,19
U7972,3
U675E,22
U8CDA,18
U99D2,15
U5826,13
U95BC,12
U508D,82
U9A45,50
U5FB9,62
U6D61,5
U81FB,45
U723D,94
U8DEC,6
U66E9,13
U9EDD,3
U980F,6
U8F2A,46
U79DF,13
U9AE6,5
U7A76,121
U9A16,41
U7C3E,25
U8D05,15
U6E5B,21
U99A5,10
U5CE9,18
U8FC2,34
U6842,46
U5E5F,4
U69C1,9
U8FC4,16
U8AB2,35
U6576,2
U7AC6,19
U661C,5
U81BB,3
UF9F6,11
U5261,8
U87F2,23
U83DC,27
U818B,1
U90C1,12
U6590,5
U80CE,13
U5147,16
U7AA9,8
U6DF7,43
U589F,34
U7192,7
U9D06,2
U615A,19
U6912,23
U8A25,14
U7A57,3
U4EF6,10
U7155,68
U6234,50
U5A25,11
U5EAB,21
U807E,11
U66C7,5
U96B3,12
U6753,3
U99B9,22
U6537,11
U98C6,4
U7C6C,29
U8E49,14
U5CAB,9
U4E42,12
U8A17,35
U58DD,1
U6C7E,14
U5021,35
U6F62,6
U8C9D,7
U7C98,4
U794D,1
U5C50,12
U568C,1
U9EBE,24
U84B8,17
U5EDA,12
U96F7,65
U7B8B,60
U6DCB,7
U636E,27
U759A,11
U87A2,10
U56F0,47
U9813,47
U7B4C,2
U77B0,7
U82D2,11
U5EF3,60
U7166,13
U690E,15
U7D43,25
U7B25,8
U646F,11
U4FF6,2
U56CF,7
U852C,15
U887F,20
U9015,29
U8A23,24
U914A,3
U8123,2
U6F66,10
U93B0,3
U9134,5
U6E1A,23
U67FB,80
U62D6,10
U9EDC,54
U5DD3,15
U63A0,10
U85FC,7
U6106,36
U594E,26
U58D8,15
U5FFB,8
U8A62,41
U8757,4
U7F8A,14
U8FA3,1
U7375,20
U82D7,17
U69EA,37
U58C4,9
U4FD4,5
U6BD7,21
U7A14,12
U881F,5
U64FF,1
U6174,3
U50DE,40
U511F,13
U8153,1
U84D0,4
U7FEB,15
U4319,3
U71B8,1
U5E55,30
U62FE,38
U72AC,29
U884B,5
U83C0,7
U7CBC,4
U6CE0,12
U7D40,1
U5179,12
U7F88,30
U99FB,1
U9F6E,5
U505A,25
U51A2,23
U748B,8
U83BD,45
U9079,5
U5F48,29
U5300,8
U706B,96
U89BF,9
U68EE,19
U7CC5,1
U61CB,17
U53EB,16
U80B1,9
U90CA,83
U6CDD,11
U68FA,6
U5009,38
U8B2C,81
U7A49,5
U5B16,1
U533F,14
U840E,8
U78F4,4
U7E08,10
U839E,5
U6B04,20
U71D0,4
U8151,6
U25A6,51
U5320,21
U9B51,1
U5CB3,53
U81FC,5
U6E67,10
U4AA5,3
U7A6B,6
U9074,6
U88C2,26
U9AB8,16
U82B8,5
U6A70,2
U60F8,6
U8703,8
U5EB3,9
U7240,17
U6CBD,6
U6B84,15
U7D0B,7
U7B47,12
U81B3,36
U5EF8,15
U8CBF,9
U7143,3
U8C46,45
U5770,4
U6070,12
U7FA0,4
U96FB,11
U52F5,74
U8CB6,20
U9C1C,1
U5231,20
U8E59,47
U9178,13
U5C64,57
U8604,11
U6349,4
U5289,25
U8CC8,26
U6ED1,11
U5366,8
U4EC7,7
U7C60,29
U52D2,30
U623F,68
U5ACB,4
U79AB,13
U84C1,10
U5E63,10
U9CE7,10
U6EBA,14
U90ED,34
U6D0B,52
U6B39,6
U66F7,44
U51DE,2
U79EB,5
U975A,15
UF972,1
U6773,31
U8AF6,7
U9727,47
U5605,5
U8910,25
U8C3F,10
U67CF,33
U7E54,8
U9DD7,28
U7DD6,53
U6C1B,21
U84C0,2
U5CB1,15
U9172,5
U6A21,43
U8AFC,7
U606C,41
U672D,16
U7D6E,10
U803D,23
U8907,11
U668E,14
U5110,7
U73E9,9
U7D61,8
U6850,22
U8DBE,32
U8218,18
U7662,2
U7FF9,11
U641C,30
U5CF6,79
U7262,28
U5F5B,7
U6191,56
U8755,2
U82EF,3
U7E39,12
U71D2,15
U699B,5
U5191,2
U5410,36
U8E47,25
U55D4,9
U6524,2
U553E,6
U7A98,16
U76DF,42
U667C,8
U74EE,5
U903C,17
U9716,20
U76E5,14
U8ABC,42
U9621,35
U9036,16
U8303,17
U8CD1,12
U863F,20
U3958,5
U6FC3,26
U6D12,12
U9DE2,1
U576A,12
U5DC7,3
U8D67,9
U8518,3
U5B99,15
U9455,1
U5AE1,30
U8521,18
U8D6C,5
U75D5,17
U8F24,3
U920D,26
U5AE9,9
U8C8D,1
U7A3B,17
U606B,12
U65FD,28
U77BF,12
U7E73,7
U5851,1
U803C,9
U88A0,9
U52FE,5
U9B4B,2
U8B26,3
U4E32,2
U5043,45
U4EF7,18
U7E5E,42
U878D,49
U71E5,9
U5885,10
U5914,6
U8DF3,10
U7ADD,9
U6461,2
U7259,15
U5114,11
U921E,11
U69C0,1
U8AC4,30
U6369,1
U8A9A,9
U7011,15
U5CF0,57
U80B4,7
U82DE,7
U98EB,5
U79B3,9
U7FF3,21
U7D0A,13
U6CD7,20
U6E34,31
U39FB,3
U3811,1
U649D,8
U777F,83
U96C1,19
U5E97,8
U68E3,8
U64E9,18
U5288,4
UF934,15
U7DEF,25
U7F75,19
U8342,2
U84CA,4
U9D51,10
U9F4E,17
U76BF,4
U4FCE,35
U74A7,21
U7E15,7
U8A48,12
U622E,19
U9CE9,18
U74D8,3
U9214,3
U6F4F,2
U5880,17
U66F3,7
U51BE,1
U80B8,4
U7455,16
U6F58,21
U9016,5
U7AC1,3
U712F,22
U90B6,2
U769A,6
U4F90,4
U8DCC,7
U5925,10
U54B3,7
U81B4,4
U6372,14
U7881,2
U6F11,7
U963C,4
U97DC,12
U6696,35
U9913,11
U6D65,7
U65A1,11
U7FE9,44
U97A8,2
U8FED,26
U9AE3,11
U7506,1
U54BD,24
U6DE8,47
U5283,7
U6D93,31
U5824,29
U8299,9
UF9F1,2
U6ECB,36
U7525,14
U78BA,38
U6F33,6
U67D8,2
U6EC2,12
U594A,1
U7CA7,26
U79D8,23
U9B27,11
U871A,9
U6E24,11
U8E14,13
U7D45,5
U6D91,8
U58C7,45
U83D3,5
U7DD7,2
U60E7,3
U5B30,21
U696B,10
U7407,2
U5345,3
U7DDA,18
U8D10,10
U8466,7
U8E81,9
U5DB8,4
U8FEA,14
U9AA9,3
U6CEE,21
U8146,10
U81BE,10
U71EE,10
U8988,44
U901E,11
U4EC4,6
U89F1,1
U8FAF,11
U821B,15
U5D69,15
U70D8,9
U6D63,10
U6CAB,5
U7D46,7
U873F,5
U7B97,23
U8F33,4
U79BE,16
U5F89,13
U70AF,23
U6698,14
U83FD,14
U8A1B,3
U564F,1
U7ABE,9
U6689,28
U9E1A,4
U8D82,4
U5E11,3
U6F8D,5
U699F,21
U8CBA,12
U68B5,6
U8D04,4
U7D08,9
U99A3,1
U8C85,4
U67C2,1
U9D77,4
U5B51,10
U6897,17
U8DDB,3
U6BFF,5
U65C6,10
U6B1D,17
U51DC,50
U666E,33
U64D2,3
U5BD6,10
U5858,30
U25D1,2
U887E,4
U7B19,17
U8F13,16
U365C,3
U8A6D,10
U55BB,3
U401C,3
U4EB6,15
U555E,7
U795A,29
U67E9,10
U82BD,11
U9ED1,38
U644B,1
U64D7,7
U8C62,3
U6EB7,11
U756A,25
U68D0,4
U56CA,15
U9714,4
U9EB4,4
U84C4,23
U834F,12
U96CC,5
U8203,21
U5D1B,5
U671E,23
U7051,44
U95E4,3
U993C,3
UF9E1,11
U9A30,75
U614A,14
U7E09,9
U632B,11
U655E,7
U970D,4
U8EDF,15
U6FEC,11
U5D50,16
U86D9,8
U5ABA,4
U8087,17
U777D,8
U6263,14
U8E2A,7
U7A61,35
U66E6,4
U85BE,3
U6199,3
U7C64,3
U5C0E,46
U65F4,1
U7D39,33
U8C4A,5
U6297,36
U86FB,4
U7635,2
U9296,13
U808C,11
U8E44,29
U6B9E,19
U7D2C,4
U95A8,35
U9EEE,6
U8F9F,30
U9011,1
U8A56,3
U5B55,3
U8B9C,16
U8B6F,22
U66BE,6
U7FA8,17
U7BC6,13
U7DDD,17
U5367,17
UF9DD,3
U9D6C,19
U7AA0,12
U7FB8,23
U92EA,18
U6E58,13
U7A80,3
U8C82,5
U811A,16
U64B2,8
U71AC,12
U98E1,11
U91C7,72
U5835,7
U682A,10
U7C1F,11
U574C,5
U8A0A,19
U7CA5,8
U5375,11
U82FE,19
U733E,9
U6609,5
U4F01,9
U7729,29
U8A57,4
U6D29,10
U9F3B,14
U6C68,6
U9EA5,12
U9ECD,18
U5CED,5
U9D28,11
U8CAF,11
U6EF4,13
U5E84,18
U76BA,5
U95B9,3
U96E9,6
U71B9,2
U8E9A,6
U7249,1
U5957,7
U7A60,2
U4F83,16
U6F32,12
U80E4,28
U8562,2
U5F59,16
U74E6,16
U6FC1,17
U69CE,10
U84F4,4
U5ECF,15
U7CAE,5
U56C2,19
U82DB,9
U9628,10
U8E99,1
U85CE,7
U8E64,37
U4FD8,7
U7D17,32
U6BEC,3
U746C,6
U9811,35
U5238,15
U80F7,7
U7BC1,6
U9DA9,4
U8ECC,34
U93E1,41
U731C,6
U9161,3
U9E93,21
U600D,6
U6247,22
U9EE6,1
U87F9,2
U9805,9
U9322,43
U7AE3,8
U5EC1,4
U72CE,7
U9810,29
U7CF6,3
U87C0,2
U7E94,47
U5257,4
U8010,13
U53A0,7
U5C79,11
U53BC,1
U5ADA,2
U6159,34
U95D6,2
U63D6,18
U5938,23
U5AE0,6
U87E0,8
U4FDC,1
U7FBE,3
U6B89,13
U8617,7
U6DEC,9
U6DF3,57
U57CF,2
U657B,12
U7B8F,1
U7C2A,31
U64CE,12
U9354,3
U7566,10
U6458,18
U7462,4
U9082,10
U65C5,56
U7287,3
U563F,9
U615D,9
U7CE7,14
U4E1E,55
U8E69,1
U645F,2
U84F0,6
U5010,5
U8B17,25
U5674,9
U8ABE,16
U63A2,34
U56C1,3
U7FB6,10
U576B,5
U51C9,18
U4F91,14
U56F1,4
U7DE6,7
U7FDF,6
U9DB1,6
U5016,9
U688F,2
U6790,24
U7C20,1
U7909,2
U9191,4
U657A,8
U70DD,14
U8930,5
U75CA,4
U814B,5
U8106,4
U9EDB,7
U3E84,1
U7643,16
U8CC2,4
U91AA,22
U5AD5,1
U8816,4
U77EF,59
U5978,53
U80D6,3
U51B1,3
U8D16,8
U88F5,4
U79B1,23
U5FA0,4
U5A63,6
U68AD,1
U546B,2
U4E2B,2
U750C,4
U7C9F,36
U645B,4
U6ADC,1
U80AB,8
U82BB,3
U849C,1
U96DB,9
U8667,32
U4F0B,3
U522E,14
U8D13,10
U5B95,12
U7AD1,4
U99D8,3
U500F,21
U64F7,2
U8071,4
U5861,14
U656D,14
U8B9E,11
U53AA,9
U7DCA,22
U701B,28
U78A3,26
U62B9,4
U9148,1
U6283,10
U829D,37
U7C69,7
U68A7,19
U6717,44
U8B37,3
U51C4,30
U79A7,21
U9F52,55
U746A,2
U8983,15
U8078,1
U968B,5
U9179,5
U5239,7
U89D6,16
U5E18,1
U97D9,10
U856A,24
U60B4,16
U89AC,10
U540A,1
U9B12,1
U72E9,5
U70DF,25
U72D9,1
U7E6A,8
U8913,6
U6C59,29
U8E76,9
U5EE1,15
U67EC,4
U6A0A,12
U6AA0,1
U77FB,10
U6137,6
U958E,6
U61A4,26
U75FF,6
U84BB,1
U7A1C,9
U4E31,9
U928B,14
U5ABF,17
U7BCB,14
U6C70,11
U65E6,2
U63A7,21
U9AEB,6
U5108,2
U57F9,31
U70CB,2
U78E7,3
U8236,5
U5807,5
U5962,11
U8340,6
U7FE5,7
U947E,6
U5B71,29
U59CA,25
U5A46,19
U9083,21
U68D7,4
U871C,2
U7825,14
U75AB,4
U72FA,1
U9D08,19
U8046,17
U89E5,5
U80A9,25
U4FD1,1
U8CC4,5
U96A7,12
U68DF,29
U8473,4
U6963,6
U77EE,3
U566A,8
U6CB8,15
U7626,16
U7CDF,4
U50B4,2
U8F4A,1
U9D12,3
U73A6,1
U7316,5
U5AB2,8
U6F8C,17
U76F2,9
U62BC,19
U9DE6,3
U8AC2,5
UF9D8,1
U7281,8
U8F4D,41
U523A,21
U5200,18
U9733,1
U85CB,3
U63DB,20
U6615,3
U8F38,44
U6D3C,7
U96BB,14
U980E,4
U610A,12
U93E4,11
U8662,1
U5C63,7
U62CF,2
U95BB,19
U9AE5,6
U6BA3,2
U7489,3
U5F4E,4
U6F2C,4
U5A9B,1
U7CB2,19
U72F5,3
U8ACD,9
U95E2,33
U7028,4
U5C12,6
U8188,24
U60BD,9
U5589,18
U7F65,5
U683D,12
U81ED,8
U8CA9,5
U8D8D,5
U6FF6,4
U73C0,4
U5DFE,43
U7DEC,18
U6977,14
U7A62,16
U8F4E,7
U8AE6,5
U5CF4,16
U53DF,23
U7378,18
UF97A,10
U819D,16
UF94E,1
U52FB,6
U7C97,19
U57A2,11
U9061,9
U966C,10
U74A0,5
U91A2,2
U75D8,5
U5D82,6
U8A3E,10
U66B5,6
U5E33,8
U8915,3
U6792,1
U710C,2
U85DC,12
U887D,11
U9741,1
U8300,8
U6A58,7
U8351,1
U8568,3
U74DA,5
U659B,6
U65D2,9
U55D2,1
U89A1,5
U6BF3,1
U621F,9
U95C3,14
U5F5C,2
U9766,13
U932E,9
U68C5,5
U5E40,13
U6E1D,15
U8EFA,11
U54E6,14
U51CF,16
U67D1,7
U9672,6
U6B59,3
U76ED,4
U9723,1
U90A8,2
U5220,9
U8B8E,19
U56AC,8
U616C,3
U95C9,2
U6B9B,7
U6D5A,13
U6661,1
U61DC,1
U4E10,6
U93D7,6
U6E98,3
U6374,12
U790E,14
U87C4,16
U6F94,4
U5274,15
U7BF7,1
U65AB,3
U92E4,14
U7099,12
U65D0,7
U75E1,1
U82B9,6
U5CA9,8
U528D,32
U8558,6
U84B2,20
U6726,1
U7199,3
U7D1A,10
U78C8,3
U9002,15
U6A38,14
U8ECB,6
U6E6E,13
U8E55,3
U63F6,1
U6F7E,1
U5FFF,12
U5541,3
U788E,10
U572D,15
U8712,5
U8766,6
U6FC2,18
U6E54,3
U8139,4
U6167,21
U68FC,6
U5412,2
U7BB1,6
U7E47,15
U6DD8,4
U9F77,1
U7634,15
U6422,17
U6043,45
U80A5,20
U7E11,2
U50CA,10
U86C7,27
U99DB,2
U947D,12
U6663,19
U614D,9
U64A5,2
U98DC,8
U6173,9
U5F07,9
U8EDB,1
U91AF,3
U611C,12
U73DD,1
U55C7,12
U6BBC,2
U6CF1,5
U968A,5
U8B04,10
U6B3F,4
U99D4,1
U6FE0,7
U6F70,14
U97B1,2
U8A0F,6
U7483,5
U8102,20
U8D84,2
U62C9,1
U5AB5,7
U751C,3
U7D3C,10
U66AF,1
U8813,3
U513B,7
U822A,11
U6B28,1
U5EA0,10
U9130,15
U82F4,11
U98E3,2
U7F45,5
U902C,17
U906F,14
U8490,6
U4E2A,2
U64F4,7
U7C09,2
U786C,3
U51F1,9
